name,areaid
辽宁_沈阳_铁西,101070111
辽宁_沈阳_苏家屯,101070112
辽宁_沈阳_沈北新区,101070113
辽宁_沈阳_于洪,101070114
辽宁_大连_大连,101070201
辽宁_大连_瓦房店,101070202
辽宁_大连_金州,101070203
辽宁_大连_普兰店,101070204
辽宁_大连_旅顺,101070205
辽宁_大连_长海,101070206
辽宁_大连_庄河,101070207
辽宁_大连_中山,101070208
辽宁_大连_西岗,101070209
辽宁_大连_沙河口,101070210
辽宁_大连_甘井子,101070211
辽宁_鞍山_鞍山,101070301
辽宁_鞍山_台安,101070302
辽宁_鞍山_岫岩,101070303
辽宁_鞍山_海城,101070304
辽宁_鞍山_铁东,101070305
辽宁_鞍山_铁西,101070306
辽宁_鞍山_立山,101070307
辽宁_鞍山_千山,101070308
辽宁_抚顺_抚顺,101070401
辽宁_抚顺_新宾,101070402
辽宁_抚顺_清原,101070403
辽宁_抚顺_新抚,101070405
辽宁_抚顺_东洲,101070406
辽宁_抚顺_望花,101070407
辽宁_抚顺_顺城,101070408
辽宁_本溪_本溪,101070501
辽宁_本溪_本溪县,101070502
辽宁_本溪_平山,101070503
辽宁_本溪_桓仁,101070504
辽宁_本溪_溪湖,101070505
辽宁_本溪_明山,101070506
辽宁_本溪_南芬,101070507
辽宁_丹东_丹东,101070601
辽宁_丹东_凤城,101070602
辽宁_丹东_宽甸,101070603
辽宁_丹东_东港,101070604
辽宁_丹东_元宝,101070605
辽宁_丹东_振兴,101070606
辽宁_丹东_振安,101070607
辽宁_锦州_锦州,101070701
辽宁_锦州_凌海,101070702
辽宁_锦州_古塔,101070703
辽宁_锦州_义县,101070704
辽宁_锦州_黑山,101070705
辽宁_锦州_北镇,101070706
辽宁_锦州_凌河,101070707
辽宁_锦州_太和,101070708
辽宁_营口_营口,101070801
辽宁_营口_大石桥,101070802
辽宁_营口_盖州,101070803
辽宁_营口_站前,101070804
辽宁_营口_西市,101070805
辽宁_营口_鲅鱼圈,101070806
辽宁_营口_老边,101070807
辽宁_阜新_阜新,101070901
辽宁_阜新_彰武,101070902
辽宁_阜新_海州,101070903
辽宁_阜新_新邱,101070904
辽宁_阜新_太平,101070905
辽宁_阜新_清河门,101070906
辽宁_阜新_细河,101070907
辽宁_辽阳_辽阳,101071001
辽宁_辽阳_辽阳县,101071002
辽宁_辽阳_灯塔,101071003
辽宁_辽阳_弓长岭,101071004
辽宁_辽阳_白塔,101071005
辽宁_辽阳_文圣,101071006
辽宁_辽阳_宏伟,101071007
辽宁_辽阳_太子河,101071008
辽宁_铁岭_铁岭,101071101
辽宁_铁岭_开原,101071102
辽宁_铁岭_昌图,101071103
辽宁_铁岭_西丰,101071104
辽宁_铁岭_调兵山,101071105
辽宁_铁岭_银州,101071106
辽宁_铁岭_清河,101071107
辽宁_朝阳_朝阳,101071201
辽宁_朝阳_双塔,101071202
辽宁_朝阳_凌源,101071203
辽宁_朝阳_喀左,101071204
辽宁_朝阳_北票,101071205
辽宁_朝阳_龙城,101071206
辽宁_朝阳_建平县,101071207
辽宁_盘锦_盘锦,101071301
辽宁_盘锦_大洼,101071302
辽宁_盘锦_盘山,101071303
辽宁_盘锦_双台子,101071304
辽宁_盘锦_兴隆台,101071305
辽宁_葫芦岛_葫芦岛,101071401
辽宁_葫芦岛_建昌,101071402
辽宁_葫芦岛_绥中,101071403
辽宁_葫芦岛_兴城,101071404
辽宁_葫芦岛_连山,101071405
辽宁_葫芦岛_龙港,101071406
辽宁_葫芦岛_南票,101071407
内蒙古_呼和浩特_呼和浩特,101080101
内蒙古_呼和浩特_土左旗,101080102
内蒙古_呼和浩特_托县,101080103
内蒙古_呼和浩特_和林,101080104
内蒙古_呼和浩特_清水河,101080105
内蒙古_呼和浩特_赛罕,101080106
内蒙古_呼和浩特_武川,101080107
内蒙古_呼和浩特_新城,101080108
内蒙古_呼和浩特_回民,101080109
内蒙古_呼和浩特_玉泉,101080110
内蒙古_包头_包头,101080201
内蒙古_包头_白云鄂博,101080202
内蒙古_包头_满都拉,101080203
内蒙古_包头_土右旗,101080204
内蒙古_包头_固阳,101080205
内蒙古_包头_达茂旗,101080206
内蒙古_包头_希拉穆仁,101080207
内蒙古_包头_东河,101080208
内蒙古_包头_昆都仑,101080209
内蒙古_包头_青山,101080210
内蒙古_包头_石拐,101080211
内蒙古_包头_九原,101080212
内蒙古_乌海_乌海,101080301
内蒙古_乌海_海勃湾,101080302
内蒙古_乌海_海南,101080303
内蒙古_乌海_乌达,101080304
内蒙古_乌兰察布_集宁,101080401
内蒙古_乌兰察布_卓资,101080402
内蒙古_乌兰察布_化德,101080403
内蒙古_乌兰察布_商都,101080404
内蒙古_乌兰察布_乌兰察布,101080405
内蒙古_乌兰察布_兴和,101080406
内蒙古_乌兰察布_凉城,101080407
内蒙古_乌兰察布_察右前旗,101080408
内蒙古_乌兰察布_察右中旗,101080409
内蒙古_乌兰察布_察右后旗,101080410
内蒙古_乌兰察布_四子王旗,101080411
内蒙古_乌兰察布_丰镇,101080412
内蒙古_通辽_通辽,101080501
内蒙古_通辽_舍伯吐,101080502
内蒙古_通辽_科左中旗,101080503
内蒙古_通辽_科左后旗,101080504
内蒙古_通辽_青龙山,101080505
内蒙古_通辽_开鲁,101080506
内蒙古_通辽_库伦,101080507
内蒙古_通辽_奈曼,101080508
内蒙古_通辽_扎鲁特,101080509
内蒙古_通辽_科尔沁,101080510
内蒙古_通辽_巴雅尔吐胡硕,101080511
内蒙古_通辽_霍林郭勒,101080512
内蒙古_赤峰_赤峰,101080601
内蒙古_赤峰_红山,101080602
内蒙古_赤峰_阿鲁旗,101080603
内蒙古_赤峰_巴林左旗,101080605
内蒙古_赤峰_巴林右旗,101080606
内蒙古_赤峰_林西,101080607
内蒙古_赤峰_克什克腾,101080608
内蒙古_赤峰_翁牛特,101080609
内蒙古_赤峰_岗子,101080610
内蒙古_赤峰_喀喇沁,101080611
内蒙古_赤峰_八里罕,101080612
内蒙古_赤峰_宁城,101080613
内蒙古_赤峰_敖汉,101080614
内蒙古_赤峰_元宝山,101080616
内蒙古_赤峰_松山,101080617
内蒙古_赤峰_富河,101080618
内蒙古_赤峰_宝国图,101080619
内蒙古_鄂尔多斯_鄂尔多斯,101080701
内蒙古_鄂尔多斯_达拉特,101080703
内蒙古_鄂尔多斯_准格尔,101080704
内蒙古_鄂尔多斯_鄂前旗,101080705
内蒙古_鄂尔多斯_河南,101080706
内蒙古_鄂尔多斯_伊和乌素,101080707
内蒙古_鄂尔多斯_鄂托克,101080708
内蒙古_鄂尔多斯_杭锦旗,101080709
内蒙古_鄂尔多斯_乌审旗,101080710
内蒙古_鄂尔多斯_伊金霍洛,101080711
内蒙古_鄂尔多斯_乌审召,101080712
内蒙古_鄂尔多斯_东胜,101080713
内蒙古_鄂尔多斯_康巴什,101080714
内蒙古_巴彦淖尔_临河,101080801
内蒙古_巴彦淖尔_五原,101080802
内蒙古_巴彦淖尔_磴口,101080803
内蒙古_巴彦淖尔_乌前旗,101080804
内蒙古_巴彦淖尔_大佘太,101080805
内蒙古_巴彦淖尔_乌中旗,101080806
内蒙古_巴彦淖尔_乌后旗,101080807
内蒙古_巴彦淖尔_海力素,101080808
内蒙古_巴彦淖尔_那仁宝力格,101080809
内蒙古_巴彦淖尔_杭锦后旗,101080810
内蒙古_巴彦淖尔_巴彦淖尔,101080811
内蒙古_锡林郭勒_锡林浩特,101080901
内蒙古_锡林郭勒_锡林郭勒,101080902
内蒙古_锡林郭勒_二连浩特,101080903
内蒙古_锡林郭勒_阿巴嘎,101080904
内蒙古_锡林郭勒_苏左旗,101080906
内蒙古_锡林郭勒_苏右旗,101080907
内蒙古_锡林郭勒_朱日和,101080908
内蒙古_锡林郭勒_东乌旗,101080909
内蒙古_锡林郭勒_西乌旗,101080910
内蒙古_锡林郭勒_太仆寺,101080911
内蒙古_锡林郭勒_镶黄旗,101080912
内蒙古_锡林郭勒_正镶白旗,101080913
内蒙古_锡林郭勒_正蓝旗,101080914
内蒙古_锡林郭勒_多伦,101080915
内蒙古_锡林郭勒_博克图,101080916
内蒙古_锡林郭勒_乌拉盖,101080917
内蒙古_呼伦贝尔_海拉尔,101081001
内蒙古_呼伦贝尔_小二沟,101081002
内蒙古_呼伦贝尔_阿荣旗,101081003
内蒙古_呼伦贝尔_莫力达瓦,101081004
内蒙古_呼伦贝尔_鄂伦春旗,101081005
内蒙古_呼伦贝尔_鄂温克旗,101081006
内蒙古_呼伦贝尔_陈旗,101081007
内蒙古_呼伦贝尔_新左旗,101081008
内蒙古_呼伦贝尔_新右旗,101081009
内蒙古_呼伦贝尔_满洲里,101081010
内蒙古_呼伦贝尔_牙克石,101081011
内蒙古_呼伦贝尔_扎兰屯,101081012
内蒙古_呼伦贝尔_呼伦贝尔,101081013
内蒙古_呼伦贝尔_额尔古纳,101081014
内蒙古_呼伦贝尔_根河,101081015
内蒙古_呼伦贝尔_图里河,101081016
内蒙古_呼伦贝尔_扎赉诺尔,101081017
内蒙古_兴安盟_乌兰浩特,101081101
内蒙古_兴安盟_阿尔山,101081102
内蒙古_兴安盟_科右中旗,101081103
内蒙古_兴安盟_胡尔勒,101081104
内蒙古_兴安盟_扎赉特,101081105
内蒙古_兴安盟_索伦,101081106
内蒙古_兴安盟_突泉,101081107
内蒙古_兴安盟_兴安盟,101081108
内蒙古_兴安盟_科右前旗,101081109
内蒙古_兴安盟_高力板,101081110
内蒙古_阿拉善盟_阿左旗,101081201
内蒙古_阿拉善盟_阿右旗,101081202
内蒙古_阿拉善盟_额济纳,101081203
内蒙古_阿拉善盟_拐子湖,101081204
内蒙古_阿拉善盟_吉兰太,101081205
内蒙古_阿拉善盟_巴彦诺日公,101081209
内蒙古_阿拉善盟_雅布赖,101081210
内蒙古_阿拉善盟_乌斯太,101081211
内蒙古_阿拉善盟_孪井滩,101081212
内蒙古_阿拉善盟_阿拉善盟,101081213
河北_石家庄_石家庄,101090101
河北_石家庄_井陉,101090102
河北_石家庄_正定,101090103
河北_石家庄_栾城,101090104
河北_石家庄_行唐,101090105
河北_石家庄_灵寿,101090106
河北_石家庄_高邑,101090107
河北_石家庄_深泽,101090108
河北_石家庄_赞皇,101090109
河北_石家庄_无极,101090110
河北_石家庄_平山,101090111
河北_石家庄_元氏,101090112
河北_石家庄_赵县,101090113
河北_石家庄_辛集,101090114
河北_石家庄_藁城,101090115
河北_石家庄_晋州,101090116
河北_石家庄_新乐,101090117
河北_石家庄_鹿泉,101090118
河北_石家庄_长安,101090119
河北_石家庄_桥西,101090120
河北_石家庄_新华,101090121
河北_石家庄_井陉矿区,101090122
河北_石家庄_裕华,101090123
河北_保定_保定,101090201
河北_保定_满城,101090202
河北_保定_阜平,101090203
河北_保定_徐水,101090204
河北_保定_唐县,101090205
河北_保定_高阳,101090206
河北_保定_竞秀,101090208
河北_保定_涞源,101090209
河北_保定_望都,101090210
河北_保定_易县,101090212
河北_保定_莲池,101090213
河北_保定_曲阳,101090214
河北_保定_蠡县,101090215
河北_保定_顺平,101090216
河北_保定_涿州,101090218
河北_保定_定州,101090219
河北_保定_安国,101090220
河北_保定_高碑店,101090221
河北_保定_涞水,101090222
河北_保定_定兴,101090223
河北_保定_清苑,101090224
河北_保定_博野,101090225
河北_张家口_张家口,101090301
河北_张家口_宣化,101090302
河北_张家口_张北,101090303
河北_张家口_康保,101090304
河北_张家口_沽源,101090305
河北_张家口_尚义,101090306
河北_张家口_蔚县,101090307
河北_张家口_阳原,101090308
河北_张家口_怀安,101090309
河北_张家口_万全,101090310
河北_张家口_怀来,101090311
河北_张家口_涿鹿,101090312
河北_张家口_赤城,101090313
河北_张家口_崇礼,101090314
河北_张家口_桥东,101090315
河北_张家口_桥西,101090316
河北_张家口_下花园,101090317
河北_承德_双桥,101090401
河北_承德_承德,101090402
河北_承德_承德县,101090403
河北_承德_兴隆,101090404
河北_承德_平泉,101090405
河北_承德_滦平,101090406
河北_承德_隆化,101090407
河北_承德_丰宁,101090408
河北_承德_宽城,101090409
河北_承德_围场,101090410
河北_承德_双滦,101090411
河北_承德_鹰手营子矿,101090412
河北_唐山_唐山,101090501
河北_唐山_丰南,101090502
河北_唐山_丰润,101090503
河北_唐山_滦县,101090504
河北_唐山_滦南,101090505
河北_唐山_乐亭,101090506
河北_唐山_迁西,101090507
河北_唐山_玉田,101090508
河北_唐山_曹妃甸,101090509
河北_唐山_遵化,101090510
河北_唐山_迁安,101090511
河北_唐山_路南,101090513
河北_唐山_路北,101090514
河北_唐山_古冶,101090515
河北_唐山_开平,101090516
河北_廊坊_廊坊,101090601
河北_廊坊_固安,101090602
河北_廊坊_永清,101090603
河北_廊坊_香河,101090604
河北_廊坊_大城,101090605
河北_廊坊_文安,101090606
河北_廊坊_大厂,101090607
河北_廊坊_霸州,101090608
河北_廊坊_三河,101090609
河北_廊坊_安次,101090610
河北_廊坊_广阳,101090611
河北_沧州_沧州,101090701
河北_沧州_青县,101090702
河北_沧州_东光,101090703
河北_沧州_海兴,101090704
河北_沧州_盐山,101090705
河北_沧州_肃宁,101090706
河北_沧州_南皮,101090707
河北_沧州_吴桥,101090708
河北_沧州_献县,101090709
河北_沧州_孟村,101090710
河北_沧州_泊头,101090711
河北_沧州_任丘,101090712
河北_沧州_黄骅,101090713
河北_沧州_河间,101090714
河北_沧州_新华,101090715
河北_沧州_沧县,101090716
河北_沧州_运河,101090717
河北_衡水_衡水,101090801
河北_衡水_枣强,101090802
河北_衡水_武邑,101090803
河北_衡水_武强,101090804
河北_衡水_饶阳,101090805
河北_衡水_安平,101090806
河北_衡水_故城,101090807
河北_衡水_景县,101090808
河北_衡水_阜城,101090809
河北_衡水_冀州,101090810
河北_衡水_深州,101090811
河北_衡水_桃城,101090812
河北_邢台_邢台,101090901
河北_邢台_临城,101090902
河北_邢台_桥东,101090903
河北_邢台_内丘,101090904
河北_邢台_柏乡,101090905
河北_邢台_隆尧,101090906
河北_邢台_南和,101090907
河北_邢台_宁晋,101090908
河北_邢台_巨鹿,101090909
河北_邢台_新河,101090910
河北_邢台_广宗,101090911
河北_邢台_平乡,101090912
河北_邢台_威县,101090913
河北_邢台_清河,101090914
河北_邢台_临西,101090915
河北_邢台_南宫,101090916
河北_邢台_沙河,101090917
河北_邢台_任县,101090918
河北_邢台_桥西,101090919
河北_邯郸_邯郸,101091001
河北_邯郸_峰峰,101091002
河北_邯郸_临漳,101091003
河北_邯郸_成安,101091004
河北_邯郸_大名,101091005
河北_邯郸_涉县,101091006
河北_邯郸_磁县,101091007
河北_邯郸_肥乡,101091008
河北_邯郸_永年,101091009
河北_邯郸_邱县,101091010
河北_邯郸_鸡泽,101091011
河北_邯郸_广平,101091012
河北_邯郸_馆陶,101091013
河北_邯郸_魏县,101091014
河北_邯郸_曲周,101091015
河北_邯郸_武安,101091016
河北_邯郸_邯山,101091017
河北_邯郸_丛台,101091018
河北_邯郸_复兴,101091019
河北_秦皇岛_秦皇岛,101091101
河北_秦皇岛_青龙,101091102
河北_秦皇岛_昌黎,101091103
河北_秦皇岛_抚宁,101091104
河北_秦皇岛_卢龙,101091105
河北_秦皇岛_北戴河,101091106
河北_秦皇岛_海港,101091107
河北_秦皇岛_山海关,101091108
河北_雄安新区_雄安新区,101091201
河北_雄安新区_容城,101091202
河北_雄安新区_安新,101091203
河北_雄安新区_雄县,101091204
山西_太原_太原,101100101
山西_太原_清徐,101100102
山西_太原_阳曲,101100103
山西_太原_娄烦,101100104
山西_太原_古交,101100105
山西_太原_尖草坪区,101100106
山西_太原_小店区,101100107
山西_太原_迎泽,101100108
山西_太原_杏花岭,101100109
山西_太原_万柏林,101100110
山西_太原_晋源,101100111
山西_大同_大同,101100201
山西_大同_阳高,101100202
山西_大同_大同县,101100203
山西_大同_天镇,101100204
山西_大同_广灵,101100205
山西_大同_灵丘,101100206
山西_大同_浑源,101100207
山西_大同_左云,101100208
山西_大同_矿区,101100209
山西_大同_南郊,101100210
山西_大同_新荣,101100211
山西_阳泉_阳泉,101100301
山西_阳泉_盂县,101100302
山西_阳泉_平定,101100303
山西_阳泉_矿区,101100304
山西_阳泉_郊区,101100305
山西_晋中_晋中,101100401
山西_晋中_榆次,101100402
山西_晋中_榆社,101100403
山西_晋中_左权,101100404
山西_晋中_和顺,101100405
山西_晋中_昔阳,101100406
山西_晋中_寿阳,101100407
山西_晋中_太谷,101100408
山西_晋中_祁县,101100409
山西_晋中_平遥,101100410
山西_晋中_灵石,101100411
山西_晋中_介休,101100412
山西_长治_长治,101100501
山西_长治_黎城,101100502
山西_长治_屯留,101100503
山西_长治_潞城,101100504
山西_长治_襄垣,101100505
山西_长治_平顺,101100506
山西_长治_武乡,101100507
山西_长治_沁县,101100508
山西_长治_长子,101100509
山西_长治_沁源,101100510
山西_长治_壶关,101100511
山西_长治_郊区,101100512
山西_晋城_晋城,101100601
山西_晋城_沁水,101100602
山西_晋城_阳城,101100603
山西_晋城_陵川,101100604
山西_晋城_高平,101100605
山西_晋城_泽州,101100606
山西_临汾_临汾,101100701
山西_临汾_曲沃,101100702
山西_临汾_永和,101100703
山西_临汾_隰县,101100704
山西_临汾_大宁,101100705
山西_临汾_吉县,101100706
山西_临汾_襄汾,101100707
山西_临汾_蒲县,101100708
山西_临汾_汾西,101100709
山西_临汾_洪洞,101100710
山西_临汾_霍州,101100711
山西_临汾_乡宁,101100712
山西_临汾_翼城,101100713
山西_临汾_侯马,101100714
山西_临汾_浮山,101100715
山西_临汾_安泽,101100716
山西_临汾_古县,101100717
山西_临汾_尧都,101100718
山西_运城_运城,101100801
